h,mag,stag_mag,energy
3.0,-322,2162,-962.0
3.0,-326,2162,-974.0
3.0,-334,2126,-1002.0
3.0,-288,2200,-860.0
3.0,-348,2124,-1056.0
3.0,-332,2132,-992.0
3.0,-288,2176,-864.0
3.0,-360,2096,-1076.0
3.0,-314,2166,-946.0
3.0,-322,2146,-970.0
3.0,-324,2144,-968.0
3.0,-332,2120,-996.0
3.0,-354,2098,-1066.0
3.0,-324,2148,-976.0
3.0,-292,2180,-876.0
3.0,-348,2096,-1060.0
3.0,-344,2124,-1032.0
3.0,-324,2152,-980.0
3.0,-322,2138,-950.0
3.0,-372,2108,-1112.0
3.0,-318,2142,-946.0
3.0,-286,2198,-858.0
3.0,-248,2240,-744.0
3.0,-322,2150,-966.0
3.0,-324,2144,-972.0
3.0,-328,2144,-992.0
3.0,-302,2190,-906.0
3.0,-286,2194,-854.0
3.0,-310,2178,-930.0
3.0,-302,2178,-898.0
3.0,-326,2150,-978.0
3.0,-324,2156,-968.0
3.0,-386,2062,-1154.0
3.0,-376,2056,-1124.0
3.0,-312,2140,-936.0
3.0,-320,2160,-964.0
3.0,-320,2152,-960.0
3.0,-304,2176,-912.0
3.0,-284,2192,-856.0
3.0,-330,2158,-986.0
3.0,-278,2214,-830.0
3.0,-306,2170,-926.0
3.0,-340,2148,-1028.0
3.0,-300,2176,-892.0
3.0,-342,2130,-1030.0
3.0,-306,2166,-918.0
3.0,-330,2154,-998.0
3.0,-268,2212,-800.0
3.0,-336,2132,-1008.0
3.0,-310,2154,-930.0
3.0,-330,2130,-986.0
3.0,-312,2128,-936.0
3.0,-416,2040,-1244.0
3.0,-304,2156,-904.0
3.0,-240,2256,-720.0
3.0,-282,2198,-842.0
3.0,-304,2164,-916.0
3.0,-310,2158,-942.0
3.0,-352,2132,-1060.0
3.0,-376,2100,-1124.0
3.0,-316,2160,-936.0
3.0,-294,2194,-878.0
3.0,-328,2140,-984.0
3.0,-282,2202,-846.0
3.0,-320,2168,-960.0
3.0,-356,2116,-1072.0
3.0,-326,2154,-990.0
3.0,-302,2178,-922.0
3.0,-294,2198,-886.0
3.0,-362,2082,-1082.0
3.0,-320,2156,-960.0
3.0,-332,2160,-996.0
3.0,-276,2204,-832.0
3.0,-348,2124,-1044.0
3.0,-296,2184,-900.0
3.0,-276,2216,-824.0
3.0,-322,2166,-966.0
3.0,-342,2138,-1026.0
3.0,-324,2156,-972.0
3.0,-320,2144,-960.0
3.0,-312,2144,-936.0
3.0,-334,2134,-1006.0
3.0,-324,2144,-976.0
3.0,-292,2188,-888.0
3.0,-316,2168,-948.0
3.0,-278,2194,-834.0
3.0,-352,2128,-1060.0
3.0,-286,2194,-858.0
3.0,-318,2154,-942.0
3.0,-318,2154,-954.0
3.0,-292,2180,-876.0
3.0,-344,2136,-1032.0
3.0,-328,2160,-980.0
3.0,-338,2154,-1014.0
3.0,-306,2186,-922.0
3.0,-310,2166,-934.0
3.0,-324,2132,-960.0
3.0,-324,2148,-972.0
3.0,-340,2108,-1020.0
3.0,-316,2172,-952.0
3.0,-364,2120,-1092.0
3.0,-330,2150,-990.0
3.0,-336,2132,-1004.0
3.0,-322,2154,-962.0
3.0,-330,2142,-994.0
3.0,-348,2144,-1040.0
3.0,-324,2156,-984.0
3.0,-298,2186,-890.0
3.0,-272,2212,-808.0
3.0,-312,2136,-936.0
3.0,-312,2096,-944.0
3.0,-334,2122,-1006.0
3.0,-350,2102,-1034.0
3.0,-310,2150,-914.0
3.0,-264,2232,-796.0
3.0,-304,2160,-924.0
3.0,-294,2170,-882.0
3.0,-288,2192,-864.0
3.0,-330,2154,-990.0
3.0,-300,2196,-904.0
3.0,-314,2162,-938.0
3.0,-342,2110,-1030.0
3.0,-322,2142,-966.0
3.0,-356,2128,-1064.0
3.0,-332,2128,-1000.0
3.0,-280,2192,-848.0
3.0,-310,2166,-934.0
3.0,-338,2130,-1018.0
3.0,-282,2178,-846.0
3.0,-322,2138,-966.0
3.0,-334,2130,-994.0
3.0,-272,2200,-812.0
3.0,-340,2132,-1028.0
3.0,-324,2152,-972.0
3.0,-340,2120,-1024.0
3.0,-326,2154,-978.0
3.0,-266,2206,-806.0
3.0,-310,2130,-918.0
3.0,-290,2202,-858.0
3.0,-328,2168,-984.0
3.0,-296,2172,-896.0
3.0,-378,2078,-1134.0
3.0,-376,2096,-1128.0
3.0,-300,2172,-904.0
3.0,-338,2158,-1014.0
3.0,-292,2192,-868.0
3.0,-270,2226,-814.0
3.0,-360,2112,-1080.0
3.0,-318,2170,-958.0
3.0,-322,2166,-966.0
3.0,-346,2146,-1038.0
3.0,-342,2142,-1030.0
3.0,-298,2194,-898.0
3.0,-350,2142,-1046.0
3.0,-346,2130,-1042.0
3.0,-304,2180,-916.0
3.0,-334,2158,-998.0
3.0,-314,2146,-934.0
3.0,-348,2108,-1044.0
3.0,-342,2114,-1014.0
3.0,-332,2132,-996.0
3.0,-308,2164,-924.0
3.0,-328,2148,-984.0
3.0,-292,2172,-876.0
3.0,-310,2150,-938.0
3.0,-324,2156,-972.0
3.0,-328,2160,-984.0
3.0,-350,2130,-1050.0
3.0,-356,2120,-1060.0
3.0,-300,2184,-900.0
3.0,-348,2112,-1032.0
3.0,-324,2136,-976.0
3.0,-384,2032,-1152.0
3.0,-360,2100,-1088.0
3.0,-290,2190,-878.0
3.0,-336,2152,-1000.0
3.0,-340,2132,-1024.0
3.0,-304,2180,-904.0
3.0,-292,2192,-872.0
3.0,-304,2188,-908.0
3.0,-338,2126,-1026.0
3.0,-318,2154,-954.0
3.0,-328,2132,-988.0
3.0,-334,2126,-1006.0
3.0,-266,2218,-790.0
3.0,-300,2144,-896.0
3.0,-296,2176,-892.0
3.0,-300,2120,-896.0
3.0,-274,2146,-814.0
3.0,-300,2124,-896.0
3.0,-302,2086,-910.0
3.0,-326,2074,-986.0
3.0,-334,2066,-1002.0
3.0,-328,2072,-984.0
3.0,-290,2094,-858.0
3.0,-318,2046,-958.0
3.0,-342,2026,-1022.0
3.0,-338,2050,-1022.0
3.0,-332,2084,-996.0
3.0,-310,2098,-934.0
3.0,-368,2024,-1096.0
3.0,-318,2062,-950.0
3.0,-310,2114,-934.0
3.0,-344,2052,-1024.0
3.0,-284,2152,-860.0
3.0,-302,2106,-910.0
3.0,-360,2036,-1080.0
3.0,-294,2126,-882.0
3.0,-380,2068,-1136.0
3.0,-326,2142,-978.0
3.0,-292,2200,-872.0
3.0,-314,2182,-942.0
3.0,-314,2178,-946.0
3.0,-326,2146,-970.0
3.0,-286,2190,-862.0
3.0,-322,2166,-962.0
3.0,-302,2182,-906.0
3.0,-322,2174,-966.0
3.0,-314,2170,-942.0
3.0,-278,2214,-838.0
3.0,-312,2164,-932.0
3.0,-320,2160,-956.0
3.0,-268,2224,-804.0
3.0,-304,2192,-916.0
3.0,-300,2180,-900.0
3.0,-288,2208,-864.0
3.0,-286,2194,-850.0
3.0,-270,2222,-806.0
3.0,-294,2190,-886.0
3.0,-344,2152,-1036.0
3.0,-296,2180,-884.0
3.0,-340,2148,-1016.0
3.0,-332,2140,-1008.0
3.0,-310,2174,-926.0
3.0,-302,2178,-902.0
3.0,-274,2218,-822.0
3.0,-312,2176,-940.0
3.0,-290,2186,-870.0
3.0,-310,2178,-926.0
3.0,-340,2140,-1024.0
3.0,-276,2212,-824.0
3.0,-318,2158,-954.0
3.0,-334,2142,-1006.0
3.0,-294,2186,-878.0
3.0,-304,2188,-912.0
3.0,-298,2190,-890.0
3.0,-280,2216,-840.0
3.0,-268,2204,-816.0
3.0,-316,2172,-948.0
3.0,-290,2198,-874.0
3.0,-334,2146,-1006.0
3.0,-296,2204,-888.0
3.0,-314,2150,-954.0
3.0,-308,2172,-924.0
3.0,-322,2166,-966.0
3.0,-292,2196,-876.0
3.0,-292,2192,-876.0
3.0,-290,2206,-866.0
3.0,-340,2140,-1024.0
3.0,-338,2130,-1014.0
3.0,-308,2148,-916.0
3.0,-312,2164,-944.0
3.0,-312,2164,-928.0
3.0,-298,2166,-902.0
3.0,-340,2128,-1020.0
3.0,-258,2214,-754.0
3.0,-366,2106,-1090.0
3.0,-320,2164,-960.0
3.0,-354,2122,-1070.0
3.0,-306,2194,-918.0
3.0,-270,2226,-810.0
3.0,-346,2142,-1038.0
3.0,-358,2118,-1074.0
3.0,-304,2184,-912.0
3.0,-300,2176,-896.0
3.0,-322,2154,-974.0
3.0,-286,2194,-862.0
3.0,-296,2164,-892.0
3.0,-298,2170,-890.0
3.0,-326,2146,-978.0
3.0,-340,2136,-1020.0
3.0,-302,2182,-906.0
3.0,-276,2172,-828.0
3.0,-358,2118,-1066.0
3.0,-310,2186,-934.0
3.0,-310,2182,-934.0
3.0,-302,2190,-906.0
3.0,-306,2170,-918.0
3.0,-366,2070,-1098.0
3.0,-338,2106,-1006.0
3.0,-320,2156,-960.0
3.0,-342,2150,-1030.0
3.0,-324,2156,-968.0
3.0,-308,2176,-924.0
3.0,-276,2188,-832.0
3.0,-338,2114,-1018.0
3.0,-272,2212,-816.0
3.0,-326,2106,-986.0
3.0,-342,2106,-1018.0
3.0,-334,2086,-998.0
3.0,-310,2134,-930.0
3.0,-338,2130,-1014.0
3.0,-332,2160,-996.0
3.0,-370,2110,-1114.0
3.0,-292,2172,-864.0
3.0,-264,2228,-796.0
3.0,-356,2104,-1060.0
3.0,-334,2114,-998.0
3.0,-324,2136,-968.0
3.0,-312,2152,-932.0
3.0,-320,2160,-960.0
3.0,-322,2158,-966.0
3.0,-310,2182,-926.0
3.0,-314,2150,-942.0
3.0,-334,2142,-990.0
3.0,-322,2122,-970.0
3.0,-324,2124,-976.0
3.0,-352,2104,-1060.0
3.0,-302,2158,-914.0
3.0,-342,2122,-1030.0
3.0,-336,2112,-1004.0
3.0,-334,2126,-1006.0
3.0,-344,2108,-1032.0
3.0,-310,2150,-926.0
3.0,-326,2174,-978.0
3.0,-290,2202,-878.0
3.0,-296,2200,-892.0
3.0,-318,2166,-950.0
3.0,-356,2124,-1068.0
3.0,-356,2100,-1076.0
3.0,-320,2128,-956.0
3.0,-344,2132,-1028.0
3.0,-320,2172,-956.0
3.0,-328,2152,-980.0
3.0,-312,2164,-936.0
3.0,-336,2136,-1008.0
3.0,-374,2098,-1122.0
3.0,-298,2150,-906.0
3.0,-320,2160,-960.0
3.0,-316,2172,-944.0
3.0,-342,2142,-1030.0
3.0,-332,2156,-996.0
3.0,-258,2238,-774.0
3.0,-342,2138,-1022.0
3.0,-284,2200,-864.0
3.0,-328,2140,-984.0
3.0,-292,2164,-880.0
3.0,-348,2096,-1048.0
3.0,-374,2090,-1114.0
3.0,-312,2148,-940.0
3.0,-334,2102,-998.0
3.0,-330,2110,-990.0
3.0,-286,2202,-854.0
3.0,-320,2160,-968.0
3.0,-316,2124,-944.0
3.0,-316,2132,-940.0
3.0,-260,2224,-780.0
3.0,-280,2196,-836.0
3.0,-310,2174,-922.0
3.0,-354,2118,-1054.0
3.0,-312,2172,-936.0
3.0,-306,2162,-914.0
3.0,-302,2178,-910.0
3.0,-328,2156,-980.0
3.0,-310,2146,-922.0
3.0,-390,2066,-1166.0
3.0,-316,2140,-948.0
3.0,-286,2186,-858.0
3.0,-364,2112,-1092.0
3.0,-284,2200,-856.0
3.0,-342,2142,-1022.0
3.0,-324,2156,-968.0
3.0,-328,2156,-976.0
3.0,-338,2150,-1014.0
3.0,-350,2122,-1058.0
3.0,-328,2148,-984.0
3.0,-330,2146,-994.0
3.0,-282,2210,-842.0
3.0,-292,2204,-880.0
3.0,-288,2208,-864.0
3.0,-340,2152,-1020.0
3.0,-316,2160,-948.0
3.0,-314,2178,-942.0
3.0,-300,2184,-900.0
3.0,-340,2128,-1012.0
3.0,-316,2152,-944.0
3.0,-322,2150,-966.0
3.0,-312,2120,-932.0
3.0,-336,2068,-1008.0
3.0,-324,2136,-976.0
3.0,-326,2126,-974.0
3.0,-304,2176,-912.0
3.0,-260,2224,-780.0
3.0,-308,2180,-932.0
3.0,-314,2166,-954.0
3.0,-294,2190,-886.0
3.0,-248,2240,-740.0
3.0,-334,2134,-1006.0
3.0,-318,2174,-950.0
3.0,-318,2166,-954.0
3.0,-316,2128,-952.0
3.0,-358,2106,-1078.0
3.0,-294,2174,-890.0
3.0,-336,2128,-1000.0
3.0,-324,2160,-972.0
3.0,-360,2092,-1080.0
3.0,-362,2094,-1082.0
3.0,-352,2128,-1056.0
3.0,-296,2196,-892.0
3.0,-290,2198,-874.0
3.0,-310,2162,-930.0
3.0,-356,2084,-1072.0
3.0,-358,2122,-1074.0
3.0,-312,2164,-932.0
3.0,-328,2152,-976.0
3.0,-370,2098,-1106.0
3.0,-334,2126,-1006.0
3.0,-378,2066,-1142.0
3.0,-326,2126,-990.0
3.0,-344,2108,-1036.0
3.0,-328,2088,-992.0
3.0,-390,2018,-1162.0
3.0,-312,2140,-936.0
3.0,-322,2158,-966.0
3.0,-334,2162,-998.0
3.0,-326,2166,-982.0
3.0,-308,2168,-920.0
3.0,-292,2184,-868.0
3.0,-326,2154,-966.0
3.0,-318,2174,-958.0
3.0,-286,2202,-854.0
3.0,-292,2196,-884.0
3.0,-332,2152,-996.0
3.0,-318,2158,-954.0
3.0,-296,2172,-888.0
3.0,-340,2116,-1020.0
3.0,-344,2116,-1036.0
3.0,-330,2150,-990.0
3.0,-356,2084,-1060.0
3.0,-322,2170,-966.0
3.0,-348,2136,-1044.0
3.0,-298,2174,-894.0
3.0,-316,2172,-956.0
3.0,-292,2192,-884.0
3.0,-328,2148,-988.0
3.0,-356,2116,-1068.0
3.0,-324,2152,-972.0
3.0,-342,2126,-1026.0
3.0,-336,2120,-1004.0
3.0,-376,2072,-1116.0
3.0,-384,2060,-1144.0
3.0,-304,2152,-916.0
3.0,-342,2138,-1022.0
3.0,-332,2164,-996.0
3.0,-330,2154,-990.0
3.0,-306,2166,-922.0
3.0,-364,2088,-1096.0
3.0,-322,2162,-958.0
3.0,-334,2162,-1002.0
3.0,-336,2148,-1008.0
3.0,-306,2182,-918.0
3.0,-310,2182,-930.0
3.0,-284,2192,-856.0
3.0,-286,2202,-854.0
3.0,-304,2188,-912.0
3.0,-280,2208,-848.0
3.0,-288,2208,-864.0
3.0,-330,2150,-994.0
3.0,-350,2110,-1046.0
3.0,-304,2180,-908.0
3.0,-350,2126,-1046.0
3.0,-310,2138,-946.0
3.0,-302,2178,-906.0
3.0,-320,2164,-968.0
3.0,-298,2202,-894.0
3.0,-282,2210,-842.0
3.0,-278,2182,-842.0
3.0,-348,2120,-1044.0
3.0,-314,2154,-930.0
3.0,-296,2180,-896.0
3.0,-318,2134,-958.0
3.0,-304,2156,-916.0
3.0,-354,2114,-1070.0
3.0,-328,2140,-976.0
3.0,-314,2154,-946.0
3.0,-364,2120,-1092.0
3.0,-314,2166,-942.0
3.0,-342,2126,-1026.0
3.0,-320,2132,-964.0
3.0,-340,2128,-1020.0
3.0,-328,2156,-984.0
3.0,-278,2210,-830.0
3.0,-316,2168,-948.0
3.0,-280,2212,-832.0
3.0,-316,2176,-944.0
3.0,-272,2212,-812.0
3.0,-320,2160,-964.0
3.0,-300,2180,-904.0
3.0,-310,2178,-938.0
3.0,-282,2210,-842.0
3.0,-312,2184,-936.0
3.0,-326,2174,-978.0
3.0,-326,2162,-978.0
3.0,-298,2166,-890.0
3.0,-314,2174,-934.0
3.0,-338,2130,-1014.0
3.0,-316,2164,-952.0
3.0,-298,2186,-898.0
3.0,-262,2230,-794.0
3.0,-314,2162,-950.0
3.0,-290,2202,-866.0
3.0,-298,2190,-882.0
3.0,-296,2188,-880.0
3.0,-326,2170,-978.0
3.0,-322,2142,-966.0
3.0,-332,2120,-984.0
3.0,-352,2128,-1052.0
3.0,-294,2194,-878.0
3.0,-324,2152,-972.0
3.0,-320,2132,-976.0
3.0,-298,2190,-894.0
3.0,-256,2240,-772.0
3.0,-326,2146,-974.0
3.0,-366,2086,-1098.0
3.0,-342,2122,-1026.0
3.0,-336,2128,-1008.0
3.0,-362,2098,-1082.0
3.0,-326,2138,-982.0
3.0,-308,2164,-924.0
3.0,-366,2082,-1086.0
3.0,-328,2144,-980.0
3.0,-338,2142,-1014.0
3.0,-308,2168,-928.0
3.0,-290,2202,-870.0
3.0,-320,2176,-960.0
3.0,-282,2190,-850.0
3.0,-318,2142,-962.0
3.0,-348,2116,-1044.0
3.0,-366,2098,-1102.0
3.0,-306,2154,-914.0
3.0,-274,2210,-818.0
3.0,-300,2184,-900.0
3.0,-338,2130,-1010.0
3.0,-310,2158,-926.0
3.0,-328,2164,-984.0
3.0,-314,2182,-942.0
3.0,-292,2192,-868.0
3.0,-320,2168,-960.0
3.0,-302,2194,-906.0
3.0,-316,2156,-952.0
3.0,-312,2168,-924.0
3.0,-280,2208,-840.0
3.0,-292,2196,-880.0
3.0,-328,2164,-980.0
3.0,-288,2196,-876.0
3.0,-304,2164,-912.0
3.0,-292,2164,-868.0
3.0,-286,2182,-858.0
3.0,-362,2114,-1090.0
3.0,-318,2150,-962.0
3.0,-310,2146,-930.0
3.0,-328,2124,-972.0
3.0,-308,2156,-924.0
3.0,-308,2144,-924.0
3.0,-338,2142,-1014.0
3.0,-316,2168,-944.0
3.0,-298,2178,-894.0
3.0,-278,2194,-830.0
3.0,-300,2164,-904.0
3.0,-390,2066,-1162.0
3.0,-386,2070,-1154.0
3.0,-358,2070,-1070.0
3.0,-336,2116,-1008.0
3.0,-354,2098,-1062.0
3.0,-300,2172,-896.0
3.0,-298,2170,-906.0
3.0,-268,2224,-804.0
3.0,-332,2136,-996.0
3.0,-394,2038,-1194.0
3.0,-316,2164,-944.0
3.0,-352,2112,-1056.0
3.0,-288,2204,-864.0
3.0,-298,2186,-894.0
3.0,-284,2196,-864.0
3.0,-328,2144,-980.0
3.0,-332,2116,-1004.0
3.0,-336,2120,-1012.0
3.0,-292,2192,-872.0
3.0,-282,2174,-854.0
3.0,-320,2152,-964.0
3.0,-338,2142,-1018.0
3.0,-278,2198,-834.0
3.0,-322,2162,-970.0
3.0,-302,2186,-906.0
3.0,-312,2176,-944.0
3.0,-286,2182,-858.0
3.0,-324,2132,-976.0
3.0,-298,2182,-894.0
3.0,-342,2150,-1022.0
3.0,-318,2154,-958.0
3.0,-304,2176,-904.0
3.0,-298,2174,-894.0
3.0,-312,2160,-936.0
3.0,-302,2174,-902.0
3.0,-360,2084,-1072.0
3.0,-316,2172,-944.0
3.0,-348,2100,-1028.0
3.0,-314,2146,-938.0
3.0,-336,2132,-1008.0
3.0,-268,2208,-808.0
3.0,-308,2164,-920.0
3.0,-344,2096,-1032.0
3.0,-344,2092,-1028.0
3.0,-348,2124,-1052.0
3.0,-334,2122,-998.0
3.0,-342,2074,-1034.0
3.0,-300,2184,-900.0
3.0,-306,2178,-930.0
3.0,-286,2194,-858.0
3.0,-320,2176,-960.0
3.0,-336,2156,-1008.0
3.0,-306,2178,-918.0
3.0,-300,2184,-904.0
3.0,-350,2126,-1058.0
3.0,-300,2192,-896.0
3.0,-384,2088,-1152.0
3.0,-318,2162,-950.0
3.0,-308,2164,-924.0
3.0,-330,2130,-990.0
3.0,-308,2180,-920.0
3.0,-308,2172,-932.0
3.0,-356,2092,-1064.0
3.0,-338,2130,-1014.0
3.0,-284,2204,-852.0
3.0,-268,2232,-804.0
3.0,-302,2186,-898.0
3.0,-328,2136,-988.0
3.0,-324,2164,-972.0
3.0,-356,2120,-1056.0
3.0,-306,2166,-914.0
3.0,-326,2150,-974.0
3.0,-282,2202,-846.0
3.0,-300,2172,-892.0
3.0,-320,2136,-956.0
3.0,-340,2116,-1016.0
3.0,-396,2052,-1188.0
3.0,-340,2144,-1020.0
3.0,-306,2186,-918.0
3.0,-340,2120,-1024.0
3.0,-336,2124,-1028.0
3.0,-310,2166,-930.0
3.0,-310,2146,-926.0
3.0,-350,2118,-1050.0
3.0,-358,2110,-1082.0
3.0,-304,2176,-908.0
3.0,-292,2196,-872.0
3.0,-292,2200,-876.0
3.0,-298,2186,-898.0
3.0,-332,2152,-992.0
3.0,-306,2190,-914.0
3.0,-340,2144,-1012.0
3.0,-336,2124,-996.0
3.0,-282,2186,-842.0
3.0,-362,2078,-1078.0
3.0,-324,2140,-980.0
3.0,-306,2170,-918.0
3.0,-322,2146,-966.0
3.0,-352,2112,-1056.0
3.0,-334,2130,-1010.0
3.0,-298,2174,-894.0
3.0,-324,2152,-972.0
3.0,-304,2180,-912.0
3.0,-340,2092,-1024.0
3.0,-326,2130,-990.0
3.0,-358,2102,-1074.0
3.0,-270,2214,-810.0
3.0,-330,2166,-986.0
3.0,-280,2212,-836.0
3.0,-320,2160,-960.0
3.0,-278,2214,-834.0
3.0,-288,2208,-868.0
3.0,-290,2190,-870.0
3.0,-304,2172,-924.0
3.0,-298,2158,-898.0
3.0,-330,2094,-986.0
3.0,-340,2108,-1020.0
3.0,-340,2084,-1016.0
3.0,-350,2106,-1054.0
3.0,-334,2130,-1010.0
3.0,-304,2168,-916.0
3.0,-322,2118,-974.0
3.0,-362,2094,-1078.0
3.0,-320,2152,-952.0
3.0,-326,2150,-982.0
3.0,-290,2170,-866.0
3.0,-326,2118,-970.0
3.0,-306,2178,-910.0
3.0,-340,2136,-1016.0
3.0,-350,2134,-1042.0
3.0,-302,2194,-906.0
3.0,-354,2126,-1062.0
3.0,-292,2192,-876.0
3.0,-282,2218,-846.0
3.0,-324,2144,-972.0
3.0,-314,2166,-942.0
3.0,-286,2202,-862.0
3.0,-300,2184,-900.0
3.0,-334,2130,-994.0
3.0,-296,2188,-896.0
3.0,-320,2172,-960.0
3.0,-320,2164,-960.0
3.0,-322,2162,-962.0
3.0,-284,2204,-852.0
3.0,-284,2192,-856.0
3.0,-276,2216,-828.0
3.0,-324,2156,-976.0
3.0,-306,2162,-914.0
3.0,-338,2138,-1014.0
3.0,-316,2156,-948.0
3.0,-316,2160,-948.0
3.0,-290,2198,-874.0
3.0,-344,2136,-1036.0
3.0,-308,2148,-916.0
3.0,-344,2120,-1032.0
3.0,-298,2166,-902.0
3.0,-344,2128,-1044.0
3.0,-322,2146,-970.0
3.0,-304,2148,-908.0
3.0,-322,2126,-962.0
3.0,-334,2126,-994.0
3.0,-326,2142,-982.0
3.0,-310,2174,-934.0
3.0,-292,2180,-880.0
3.0,-294,2170,-886.0
3.0,-328,2144,-980.0
3.0,-332,2152,-996.0
3.0,-310,2158,-942.0
3.0,-310,2170,-934.0
3.0,-278,2206,-834.0
3.5,-954,58,-3339.0
3.5,-934,182,-3265.0
3.5,-930,230,-3267.0
3.5,-932,280,-3278.0
3.5,-892,460,-3146.0
3.5,-862,466,-3029.0
3.5,-864,676,-3036.0
3.5,-894,546,-3137.0
3.5,-938,310,-3295.0
3.5,-882,186,-3067.0
3.5,-916,192,-3210.0
3.5,-840,228,-2928.0
3.5,-904,112,-3160.0
3.5,-896,-124,-3136.0
3.5,-888,-184,-3104.0
3.5,-906,-254,-3183.0
3.5,-860,4,-3022.0
3.5,-856,68,-2992.0
3.5,-920,-28,-3212.0
3.5,-906,-250,-3175.0
3.5,-966,-322,-3373.0
3.5,-928,-180,-3252.0
3.5,-888,12,-3128.0
3.5,-926,-2,-3241.0
3.5,-866,130,-3011.0
3.5,-864,276,-3016.0
3.5,-930,238,-3247.0
3.5,-914,-70,-3203.0
3.5,-960,28,-3352.0
3.5,-888,44,-3108.0
3.5,-938,82,-3255.0
3.5,-956,84,-3342.0
3.5,-922,170,-3207.0
3.5,-946,-2,-3319.0
3.5,-992,-180,-3464.0
3.5,-986,-370,-3455.0
3.5,-860,-252,-3006.0
3.5,-956,-392,-3346.0
3.5,-932,-196,-3246.0
3.5,-946,-262,-3283.0
3.5,-938,-266,-3287.0
3.5,-922,-170,-3235.0
3.5,-954,-214,-3319.0
3.5,-906,-174,-3163.0
3.5,-918,-182,-3217.0
3.5,-932,124,-3262.0
3.5,-920,16,-3228.0
3.5,-900,144,-3150.0
3.5,-926,38,-3237.0
3.5,-954,134,-3323.0
3.5,-950,410,-3329.0
3.5,-928,404,-3264.0
3.5,-850,230,-2971.0
3.5,-878,286,-3089.0
3.5,-838,374,-2925.0
3.5,-926,214,-3249.0
3.5,-902,306,-3161.0
3.5,-926,214,-3241.0
3.5,-924,188,-3234.0
3.5,-908,412,-3186.0
3.5,-910,226,-3189.0
3.5,-906,-50,-3163.0
3.5,-896,-80,-3104.0
3.5,-908,-176,-3186.0
3.5,-882,-150,-3099.0
3.5,-942,-238,-3305.0
3.5,-934,-270,-3265.0
3.5,-928,-388,-3268.0
3.5,-944,-436,-3300.0
3.5,-928,-476,-3248.0
3.5,-912,-548,-3184.0
3.5,-924,-464,-3250.0
3.5,-878,-226,-3077.0
3.5,-890,-126,-3099.0
3.5,-910,-42,-3173.0
3.5,-946,38,-3287.0
3.5,-922,54,-3227.0
3.5,-908,184,-3182.0
3.5,-936,116,-3276.0
3.5,-900,76,-3146.0
3.5,-882,14,-3091.0
3.5,-874,178,-3063.0
3.5,-878,174,-3065.0
3.5,-938,166,-3267.0
3.5,-872,132,-3064.0
3.5,-946,302,-3319.0
3.5,-892,456,-3126.0
3.5,-884,408,-3082.0
3.5,-880,332,-3076.0
3.5,-888,292,-3116.0
3.5,-920,264,-3232.0
3.5,-940,148,-3270.0
3.5,-930,282,-3271.0
3.5,-888,128,-3108.0
3.5,-904,236,-3172.0
3.5,-928,108,-3252.0
3.5,-874,246,-3075.0
3.5,-876,304,-3070.0
3.5,-952,428,-3308.0
3.5,-890,374,-3119.0
3.5,-900,268,-3138.0
3.5,-952,272,-3324.0
3.5,-914,482,-3203.0
3.5,-884,360,-3082.0
3.5,-934,310,-3253.0
3.5,-880,436,-3108.0
3.5,-908,400,-3174.0
3.5,-890,342,-3127.0
3.5,-886,414,-3093.0
3.5,-908,412,-3166.0
3.5,-902,430,-3161.0
3.5,-926,418,-3237.0
3.5,-926,310,-3245.0
3.5,-912,240,-3192.0
3.5,-910,318,-3173.0
3.5,-948,196,-3326.0
3.5,-896,384,-3124.0
3.5,-920,256,-3216.0
3.5,-884,256,-3094.0
3.5,-930,306,-3255.0
3.5,-904,376,-3152.0
3.5,-906,450,-3187.0
3.5,-926,462,-3285.0
3.5,-870,506,-3057.0
3.5,-870,570,-3069.0
3.5,-884,596,-3098.0
3.5,-972,572,-3394.0
3.5,-858,510,-3011.0
3.5,-908,580,-3182.0
3.5,-936,548,-3288.0
3.5,-914,494,-3207.0
3.5,-948,456,-3314.0
3.5,-884,472,-3082.0
3.5,-942,466,-3305.0
3.5,-942,442,-3289.0
3.5,-878,706,-3077.0
3.5,-890,518,-3119.0
3.5,-996,92,-3478.0
3.5,-896,160,-3156.0
3.5,-916,428,-3218.0
3.5,-904,452,-3168.0
3.5,-898,350,-3143.0
3.5,-912,196,-3212.0
3.5,-848,388,-2976.0
3.5,-952,304,-3340.0
3.5,-902,434,-3145.0
3.5,-958,314,-3361.0
3.5,-938,390,-3283.0
3.5,-878,290,-3073.0
3.5,-850,558,-2975.0
3.5,-850,638,-2955.0
3.5,-888,584,-3136.0
3.5,-908,368,-3170.0
3.5,-936,192,-3280.0
3.5,-904,72,-3168.0
3.5,-866,-170,-3039.0
3.5,-952,-4,-3348.0
3.5,-900,-232,-3162.0
3.5,-940,-252,-3286.0
3.5,-924,16,-3246.0
3.5,-928,-196,-3240.0
3.5,-942,-118,-3297.0
3.5,-894,-70,-3121.0
3.5,-982,-6,-3449.0
3.5,-854,46,-2993.0
3.5,-916,-28,-3202.0
3.5,-886,-218,-3101.0
3.5,-990,-118,-3477.0
3.5,-966,-2,-3381.0
3.5,-948,-8,-3322.0
3.5,-908,-76,-3178.0
3.5,-932,164,-3274.0
3.5,-906,298,-3159.0
3.5,-922,326,-3207.0
3.5,-946,190,-3303.0
3.5,-896,456,-3124.0
